nb_downl,Surname,First,nb_pages,Author_clean,Students,nb_works,h_index,Author,nb_cit,vn_award,clark,nobel,Country,top10_shangai_yn
624,Van,Stijn,980,Stijn Van,0.5,141,23,"Stijn Van Nieuwerburgh Graduate School of Business, Columbia University, New York City, New York (USA)",1940,0,0,0,(USA),1
623,Rasul,Imran,1319,Imran Rasul,5.0,145,25,"Imran Rasul Department of Economics, University College London (UCL), London, United Kingdom",2440,0,0,0, United Kingdom,0
622,Propper,Carol,1563,Carol Propper,3.5,254,24,"Carol Propper Business School, Imperial College, London, United Kingdom",1836,0,0,0, United Kingdom,0
621,Walter,Paul,918,Paul Gertler Walter,1.0,122,22,"Paul Gertler Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)",2251,0,0,0,(USA),1
619,Mikko,Seppo,2778,Seppo Mikko,1.0,329,21,"Seppo Mikko Sakari Honkapohja Taloustieteen Laitos, Kauppakorkeakoulu, Aalto-yliopisto, Helsinki, Finland",1490,0,0,0, Finland,0
616,Georg,Martin,895,Martin Georg,2.0,225,25,"Martin Georg Kocher Institut für Höhere Studien (IHS), Wien, Austria",2019,0,0,0, Austria,0
614,Jackson,Matthew,2629,Matthew O. Jackson,3.5,264,40,"Matthew O. Jackson Department of Economics, Stanford University, Stanford, California (USA)",4866,1,0,0,(USA),1
614,Waldfogel,Joel,1257,Joel Waldfogel,2.0,128,23,"Joel Waldfogel Carlson School of Management, University of Minnesota, Minneapolis, Minnesota (USA)",1594,0,0,0,(USA),0
613,Martin,Philippe,821,Philippe Martin,5.0,240,31,"Philippe Martin Department of Economics, Sciences économiques, Sciences Po, Paris, France",3637,0,0,0, France,0
613,van,Jan,1489,Jan van,0.5,534,33,"Jan van Ours Faculteit der Economische Wetenschappen, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",3546,0,0,0, Netherlands,0
610,Sadoulet,Elisabeth,1914,Elisabeth Sadoulet,2.5,260,25,"Elisabeth Sadoulet Department of Agricultural and Resource Economics, University of California-Berkeley, Berkeley, California (USA)",2748,0,0,0,(USA),1
610,Cremer,Helmuth,2694,Helmuth Cremer,2.0,531,28,"Helmuth Cremer Institut d'Économie Industrielle (IDEI), Toulouse School of Economics (TSE), Toulouse, FranceGroupe de Recherche en Économie Mathématique et Quantitative (GREMAQ), Toulouse School of Economics (TSE), Toulouse, France",2893,0,0,0, France,0
609,von,Juergen,1653,Juergen von,8.5,265,31,"Juergen von Hagen Centre for Economic Policy Research (CEPR), London, United Kingdom",3059,0,0,0, United Kingdom,0
605,Cutler,David,782,David M. Cutler,8.5,248,30,"David M. Cutler Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",4057,0,0,0,(USA),1
605,Carter,Michael,1195,Michael R. Carter,1.5,163,26,"Michael R. Carter Department of Agricultural and Resource Economics, University of California-Davis, Davis, California (USA)",2389,0,0,0,(USA),0
603,Bacchetta,Philippe,828,Philippe Bacchetta,5.0,202,24,"Philippe Bacchetta Départment d'économétrie et d'économie politique (DEEP), Faculté des Hautes Études Commerciales (HEC), Université de Lausanne, Lausanne, SwitzerlandSwiss Finance Institute, Genève/Zürich, Switzerland",2623,0,0,0, Switzerland,0
602,Laffont,Jean-Jacques,3556,Jean-Jacques Laffont,8.5,328,43,Jean-Jacques Laffont †,7367,0,0,0,None,0
602,Blonigen,Bruce,854,Bruce A. Blonigen,3.0,144,24,"Bruce A. Blonigen Department of Economics, University of Oregon, Eugene, Oregon (USA)",2411,0,0,0,(USA),0
600,Johannesson,Magnus,1686,Magnus Johannesson,8.0,185,33,"Magnus Johannesson Department of Economics, Handelshögskolan i Stockholm, Stockholm, Sweden",3687,0,0,0, Sweden,0
600,Carlos,Juan,1020,Juan Carlos,3.0,141,20,"Juan Carlos Reboredo Departamento de Fundamentos da Análise Económica, Facultade de Ciencias Económicas e Empresariais, Universidade de Santiago de Compostela, Santiago de Compostela, Spain",1329,0,0,0, Spain,0
599,R,Bruno,1275,Bruno R,7.0,166,21,"Bruno R Biais Institut d'Économie Industrielle (IDEI), Toulouse School of Economics (TSE), Toulouse, France",2060,0,0,0, France,0
597,Wright,Randall,1685,Randall Wright,17.0,229,34,"Randall Wright Department of Finance, Investment and Banking, School of Business, University of Wisconsin-Madison, Madison, Wisconsin (USA)Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",4839,0,0,0,(USA),0
595,Gourieroux,Christian,3240,Christian S. Gourieroux,1.0,378,27,"Christian S. Gourieroux Department of Economics, University of Toronto, Toronto, Canada",3365,0,0,0, Canada,0
594,Whalley,John,2946,John Whalley,4.5,432,23,"John Whalley Department of Economics, University of Western Ontario, London, Canada",3263,0,0,0, Canada,0
593,Guth,Werner,2256,Werner Guth,3.0,548,21,"Werner Guth Dipartimento di Economia e Finanza (DEF), Libera Università Internazionale degli Studi Sociali Guido Carli (LUISS), Roma, Italy",1659,0,0,0, Italy,0
591,Oosterbeek,Hessel,1160,Hessel Oosterbeek,1.0,141,24,"Hessel Oosterbeek Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",2107,0,0,0, Netherlands,0
590,William,Robert,4514,Robert William,5.0,269,22,"Robert William Faff Business School, University of Queensland, Brisbane, Australia",2388,0,0,0, Australia,0
589,Norman,Robert,1179,Robert Norman,0.5,302,35,"Robert Norman Stavins Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",4469,0,0,0,(USA),1
588,Department,Ping,1986,Ping Wang Department,7.0,250,18,"Ping Wang Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",1370,0,0,0,(USA),0
587,Goyal,Sanjeev,1114,Sanjeev Goyal,3.5,131,22,"Sanjeev Goyal Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",1893,0,0,0, United Kingdom,0
586,Nayga,Rodolfo,2993,Rodolfo M. Nayga,1.0,383,17,"Rodolfo M. Nayga Jr.Department of Agricultural Economics and Agribusiness, University of Arkansas, Fayetteville, Arkansas (USA)",1214,0,0,0,(USA),0
585,Schmitz,Patrick,842,Patrick W. Schmitz,2.0,196,20,"Patrick W. Schmitz Wirtschafts- und Sozialwissenschaftliche Fakultät, Universität zu Köln, Köln, Germany",1114,0,0,0, Germany,0
585,Geweke,John,1086,John Geweke,15.0,124,33,"John Geweke Economics Discipline Group, Business School, University of Technology Sydney, Sydney, Australia",3177,0,0,0, Australia,0
581,Dewatripont,Mathias,1213,Mathias Dewatripont,3.5,229,28,"Mathias Dewatripont European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",3621,0,0,0, Belgium,0
581,Gollier,Christian,1718,Christian Gollier,5.5,315,28,"Christian Gollier Toulouse School of Economics (TSE), Toulouse, France",2906,0,0,0, France,0
580,van,Sweder,1357,Sweder van,1.0,219,18,"Sweder van Wijnbergen Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, NetherlandsTinbergen Instituut, Amsterdam, Netherlands",1304,0,0,0, Netherlands,0
579,Hooi,Hooi,1365,Hooi Hooi,1.0,140,19,"Hooi Hooi Lean Economics, Universiti Sains Malaysia, Minden, Malaysia",1563,0,0,0, Malaysia,0
579,Coate,Stephen,1111,Stephen Coate,6.0,122,30,"Stephen Coate Department of Economics, Cornell University, Ithaca, New York (USA)",4338,0,0,0,(USA),0
579,A.,Roger,1012,Roger E. A.,4.5,213,23,"Roger E. A. Farmer Department of Economics, University of California-Los Angeles (UCLA), Los Angeles, California (USA)Department of Economics, University of Warwick, Coventry, United Kingdom",2408,0,0,0, United Kingdom,0
577,Serletis,Apostolos,2653,Apostolos Serletis,1.0,298,25,"Apostolos Serletis Department of Economics, University of Calgary, Calgary, Canada",2205,0,0,0, Canada,0
576,Bound,John,944,John Bound,1.5,126,30,"John Bound Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",4757,0,0,0,(USA),0
576,McCallum,Bennett,1929,Bennett McCallum,2.5,274,35,"Bennett McCallum Department of Economics, Tepper School of Business Administration, Carnegie Mellon University, Pittsburgh, Pennsylvania (USA)",4974,0,0,0,(USA),0
575,Kehoe,Timothy,1524,Timothy J. Kehoe,69.0,216,30,"Timothy J. Kehoe Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)",3290,0,0,0,(USA),0
575,Crespo,Jesus,1305,Jesus Crespo,3.0,196,18,"Jesus Crespo Cuaresma Institut für Makroökonomie, Department Volkswirtschaft, WU Wirtschaftsuniversität Wien, Wien, Austria",1194,0,0,0, Austria,0
574,Valletti,Tommaso,1911,Tommaso Valletti,0.5,175,22,"Tommaso Valletti Dipartimento di Economia e Finanza, Facoltà di Economia, Università degli Studi di Roma ""Tor Vergata"", Roma, Italy",1620,0,0,0, Italy,0
574,Cawley,John,916,John Cawley,0.5,143,23,"John Cawley Department of Policy Analysis and Management, College of Human Ecology, Cornell University, Ithaca, New York (USA)",2108,0,0,0,(USA),0
573,Fagiolo,Giorgio,1174,Giorgio Fagiolo,0.5,229,24,"Giorgio Fagiolo Laboratory of Economics and Management (LEM), Scuola Superiore Sant'Anna, Pisa, Italy",1776,0,0,0, Italy,0
571,ifo,Oliver,997,Oliver Falck ifo,3.0,227,23,"Oliver Falck ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",1885,0,0,0, Germany,0
566,Schmidt,Christoph,1729,Christoph M. Schmidt,16.5,406,19,"Christoph M. Schmidt RWI - Leibniz-Institut für Wirtschaftsforschung, Essen, Germany",1566,0,0,0, Germany,0
566,de,Jaime,1899,Jaime A.P. de,1.5,408,20,"Jaime A.P. de Melo Fondation pour les études et recherches sur le développment international (FERDI), Clermont-Ferrand, France",1526,0,0,0, France,0
564,Gabaix,Xavier,1200,Xavier Gabaix,2.5,143,34,"Xavier Gabaix Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",5190,0,0,0,(USA),1
558,Teodoor,Erik,2009,Erik Teodoor,2.5,258,20,"Erik Teodoor Verhoef Afdeling Ruimtelijke Economie, School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",1482,0,0,0, Netherlands,0
558,Bolton,Patrick,983,Patrick Bolton,0.5,149,33,"Patrick Bolton Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",4215,0,0,0,(USA),1
557,Calomiris,Charles,1591,Charles W. Calomiris,1.0,188,28,Charles W. Calomiris,2892,0,0,0,Charles W. Calomiris,0
557,Martimort,David,2348,David Martimort,3.0,335,23,"David Martimort Paris School of Economics, Paris, France",1943,0,0,0, France,0
556,Ireland,Peter,1031,Peter N. Ireland,14.5,136,22,"Peter N. Ireland Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",2281,0,0,0,(USA),0
555,Billio,Monica,843,Monica Billio,5.0,171,15,"Monica Billio Dipartimento di Economia, Università Ca' Foscari Venezia, Venezia, Italy",1108,0,0,0, Italy,0
554,Abowd,John,1184,John M. Abowd,6.0,162,25,"John M. Abowd Census Bureau, Department of Commerce, Government of the United States, Washington, District of Columbia (USA)",3606,0,0,0,(USA),0
554,John,Robert,1934,Robert John,1.0,165,21,Robert John LaLonde †,2883,0,0,0,None,0
554,Pollak,Robert,1164,Robert A. Pollak,1.0,139,35,"Robert A. Pollak Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)Olin School of Business, Washington University in St. Louis, St. Louis, Missouri (USA)",4496,0,0,0,(USA),0
552,Thomas,Duncan,889,Duncan Thomas,1.0,129,28,"Duncan Thomas Department of Economics, Duke University, Durham, North Carolina (USA)",3688,0,0,0,(USA),0
551,Phelps,Edmund,1499,Edmund S. Phelps,0.5,164,21,"Edmund S. Phelps Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",2675,0,0,1,(USA),1
550,Quiggin,John,2938,John C. Quiggin,2.0,560,21,"John C. Quiggin Risk and Sustainable Management Group (RSMG), School of Economics, University of Queensland, Brisbane, Australia",2696,0,0,0, Australia,0
546,Carson,Richard,858,Richard T. Carson,4.0,119,25,"Richard T. Carson Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",2606,0,0,0,(USA),0
546,Schultz,T.,1248,T. Paul Schultz,1.0,159,28,"T. Paul Schultz Economic Growth Center, Economics Department, Yale University, New Haven, Connecticut (USA)",2599,0,0,0,(USA),1
544,Dolado,Juan,1275,Juan J. Dolado,6.0,249,28,"Juan J. Dolado Departamento de Economía, Universidad Carlos III de Madrid, Madrid, Spain",3180,0,0,0, Spain,0
544,James,Martin,1462,Martin James,1.5,188,31,"Martin James Browning Department of Economics, Oxford University, Oxford, United Kingdom",4508,0,0,0, United Kingdom,0
539,Portier,Franck,949,Franck Portier,2.5,127,14,"Franck Portier Department of Economics, University College London (UCL), London, United Kingdom",1019,0,0,0, United Kingdom,0
534,Hallin,Marc,1086,Marc Hallin,2.0,321,15,"Marc Hallin European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",2341,0,0,0, Belgium,0
533,Bagwell,Kyle,1667,Kyle Bagwell,1.0,181,25,"Kyle Bagwell Department of Economics, Stanford University, Stanford, California (USA)",2746,0,0,0,(USA),1
531,K,Anil,1140,Anil K,1.5,146,37,"Anil K Kashyap Booth School of Business, University of Chicago, Chicago, Illinois (USA)",6646,0,0,0,(USA),1
530,Shapiro,Matthew,808,Matthew D. Shapiro,4.5,158,30,"Matthew D. Shapiro Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",3585,0,0,0,(USA),0
529,Backus,David,773,David Backus,0.5,152,28,David Backus †,3990,0,0,0,None,0
528,J,Shelly,775,Shelly J,1.0,121,26,"Shelly J Lundberg Department of Economics, University of California-Santa Barbara (UCSB), Santa Barbara, California (USA)",2772,0,0,0,(USA),0
527,Chiappori,Pierre,1832,Pierre Chiappori,1.5,216,32,"Pierre Chiappori Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",5049,0,0,0,(USA),1
526,Vives,Xavier,4559,Xavier Vives,1.5,379,30,"Xavier Vives IESE Business School, Universidad de Navarra, Barcelona, Spain",4471,0,0,0, Spain,0
525,Leon-Ledesma,Miguel,843,Miguel Leon-Ledesma,4.5,135,17,"Miguel Leon-Ledesma School of Economics, University of Kent, Canterbury, United Kingdom",1105,0,0,0, United Kingdom,0
525,Sapir,Andre,950,Andre Sapir,2.0,346,20,"Andre Sapir European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, BelgiumBruegel, Bruxelles/Brussel, Belgium",1552,0,0,0, Belgium,0
524,Schiantarelli,Fabio,870,Fabio Schiantarelli,9.5,152,26,"Fabio Schiantarelli Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",2487,0,0,0,(USA),0
524,Maria,Roel,1684,Roel Maria,1.0,239,25,"Roel Maria Wilhelmus Jozef Beetsma Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",2287,0,0,0, Netherlands,0
521,McCann,Philip,2007,Philip McCann,1.0,209,23,"Philip McCann Management School, University of Sheffield, Sheffield, United Kingdom",1839,0,0,0, United Kingdom,0
520,Lang,Kevin,1008,Kevin Lang,19.5,132,27,"Kevin Lang Department of Economics, Boston University, Boston, Massachusetts (USA)",2389,0,0,0,(USA),0
519,Rice,Nigel,889,Nigel Rice,0.5,118,17,"Nigel Rice Centre for Health Economics, Department of Economics and Related Studies, University of York, York, United Kingdom",1069,0,0,0, United Kingdom,0
516,Lockwood,Ben,1132,Ben Lockwood,3.5,211,23,"Ben Lockwood Department of Economics, University of Warwick, Coventry, United Kingdom",2129,0,0,0, United Kingdom,0
515,Willem,Jan,886,Jan Willem,2.5,124,17,"Jan Willem Gunning Afdeling Ontwikkelings Economie, School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",1303,0,0,0, Netherlands,0
514,M.,David,2596,David E. M.,1.0,177,28,"David E. M. Sappington Economics Department, University of Florida, Gainesville, Florida (USA)",2920,0,0,0,(USA),0
511,Bauer,Thomas,776,Thomas K. Bauer,13.0,215,24,"Thomas K. Bauer RWI - Leibniz-Institut für Wirtschaftsforschung, Essen, Germany",1639,0,0,0, Germany,0
510,Buch,Claudia,1631,Claudia M. Buch,1.5,300,23,"Claudia M. Buch Deutsche Bundesbank, Frankfurt, Germany",1938,0,0,0, Germany,0
509,Antonelli,Cristiano,1913,Cristiano Antonelli,1.0,293,18,"Cristiano Antonelli Dipartimento di Economia e Statistica ""Cognetti de Martiis"", Università degli Studi di Torino, Torino, ItalyCollegio Carlo Alberto, Università degli Studi di Torino, Moncalieri, Italy",1036,0,0,0, Italy,0
507,Keith,Andrew,1290,Andrew Keith,1.0,180,23,"Andrew Keith Leigh Research School of Economics, College of Business and Economics, Australian National University, Canberra, AustraliaInstitute of Labor Economics (IZA), Bonn, Germany",1322,0,0,0, Germany,0
507,Wagner,Gert,2202,Gert G. Wagner,1.5,496,19,"Gert G. Wagner Forschungsbasierte Infrastruktureinrichtung ""Sozio-oekonomisches Panel (SOEP)"", DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",3257,0,0,0, Germany,0
506,Quigley,John,1795,John M. Quigley,1.0,290,32,John M. Quigley †,3642,0,0,0,None,0
506,Crossley,Thomas,913,Thomas F. Crossley,1.5,221,16,"Thomas F. Crossley Department of Economics, European University Institute, Firenze, Italy",1192,0,0,0, Italy,0
504,Granger,Andrew,785,Andrew Granger,2.5,134,24,"Andrew Granger Atkeson Department of Economics, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",2451,0,0,0,(USA),0
503,Isaac,David,1354,David Isaac,4.5,228,35,"David Isaac Laibson Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",6469,0,0,0,(USA),1
503,Buttner,Thiess,932,Thiess Buttner,3.0,160,20,"Thiess Buttner Wirtschafts- und Sozialwissenschaftliche Fakultät, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen-Nürnberg, Germany",1365,0,0,0, Germany,0
500,van,Bruno,1120,Bruno van,1.0,267,24,"Bruno van Pottelsberghe de la Potterie International Centre for Innovation, Technology and Education Studies (iCite), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",1970,0,0,0, Belgium,0
500,Figlio,David,1133,David Figlio,1.0,126,24,"David Figlio Institute for Policy Research (IPR), Northwestern University, Evanston, Illinois (USA)",1435,0,0,0,(USA),0
492,Arnold,William,2013,William Arnold,2.0,382,22,"William Arnold Barnett Department of Economics, University of Kansas, Lawrence, Kansas (USA)",1486,0,0,0,(USA),0
489,Huck,Steffen,1275,Steffen Huck,2.0,260,25,"Steffen Huck Wissenschaftszentrum Berlin für Sozialforschung (WZB), Berlin, Germany",2115,0,0,0, Germany,0
489,Fortin,Bernard,969,Bernard Fortin,1.5,201,17,"Bernard Fortin Département d'Économique, Université Laval, Québec, Canada",1570,0,0,0, Canada,0
489,Maurin,Eric,1071,Eric Maurin,4.0,209,22,"Eric Maurin Paris School of Economics, Paris, France",1193,0,0,0, France,0
483,Burgess,Simon,1177,Simon Burgess,4.0,215,22,"Simon Burgess Centre for Market and Public Organisation (CMPO), School of Economics, Finance and Management, University of Bristol, Bristol, United KingdomSchool of Economics, Finance and Management, University of Bristol, Bristol, United Kingdom",1878,0,0,0, United Kingdom,0
483,Robin,Jean-Marc,1381,Jean-Marc Robin,4.5,250,22,"Jean-Marc Robin Department of Economics, Sciences économiques, Sciences Po, Paris, France",1853,0,0,0, France,0
483,Zilberman,David,3024,David Zilberman,3.5,431,30,"David Zilberman Department of Agricultural and Resource Economics, University of California-Berkeley, Berkeley, California (USA)",3715,0,0,0,(USA),1
479,Fujita,Masahisa,1509,Masahisa Fujita,1.0,144,23,"Masahisa Fujita Institute of Economic Research, Kyoto University, Kyoto, Japan",2935,0,0,0, Japan,0
478,C,Catherine,1191,Catherine C,3.0,122,25,"Catherine C Eckel Department of Economics, Texas A&M University, College Station, Texas (USA)",3441,0,0,0,(USA),0
478,Florax,Raymond,1028,Raymond J.G.M. Florax,6.5,183,18,Raymond J.G.M. Florax †,1866,0,0,0,None,0
477,Shephard,Neil,1336,Neil Shephard,1.0,198,29,"Neil Shephard Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",6108,0,0,0,(USA),1
476,Pistaferri,Luigi,842,Luigi Pistaferri,1.5,165,22,"Luigi Pistaferri Department of Economics, Stanford University, Stanford, California (USA)",2343,0,0,0,(USA),1
475,Bloch,Francis,961,Francis Bloch,4.0,191,17,"Francis Bloch Paris School of Economics, Paris, France",1162,0,0,0, France,0
475,Siegel,Donald,1326,Donald S. Siegel,1.0,135,33,"Donald S. Siegel School of Public Affairs, Arizona State University, Phoenix, Arizona (USA)",4401,0,0,0,(USA),0
474,Preston,Randolph,1396,Randolph Preston,2.0,131,31,Randolph Preston McAfee,3679,0,0,0,Randolph Preston McAfee,0
474,ifo,Hans-Werner,6365,Hans-Werner Sinn ifo,4.0,641,31,"Hans-Werner Sinn ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",3296,0,0,0, Germany,0
473,Demos,Ronald,1006,Ronald Demos,1.0,117,19,"Ronald Demos Lee Center on the Economics and Demography of Aging (CEDA), University of California-Berkeley, Berkeley, California (USA)",1551,0,0,0,(USA),1
473,David,Sir,1792,Sir David,2.5,182,31,"Sir David Greenaway Nottingham Centre for Research on Globalisation and Economic Policy, School of Economics, University of Nottingham, Nottingham, United Kingdom",3765,0,0,0, United Kingdom,0
471,Rousseau,Peter,1000,Peter Rousseau,3.0,169,18,"Peter Rousseau Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",1469,0,0,0,(USA),0
469,Otto,Arthur,1686,Arthur Herman Otto,2.0,369,29,"Arthur Herman Otto Van Soest https://www.tilburguniversity.edu/research/economics-and-management/graduate-school, School of Economics and Management, Universiteit van Tilburg, Tilburg, Netherlands",3093,0,0,0, Netherlands,0
469,Monfort,Alain,1844,Alain Monfort,1.0,172,19,"Alain Monfort Centre de Recherche en Économie et Statistique (CREST), Palaiseau, France",2385,0,0,0, France,0
469,Jan,Siem,1751,Siem Jan,2.0,241,25,"Siem Jan Koopman Afdeling Econometrie and Operations Research, School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",2992,0,0,0, Netherlands,0
469,Alan,Frank,1060,Frank Alan,2.0,223,24,"Frank Alan Cowell Suntory and Toyota International Centres for Economics and Related Disciplines (STICERD), London School of Economics (LSE), London, United Kingdom",1996,0,0,0, United Kingdom,1
467,Konrad,Kai,2043,Kai A. Konrad,1.0,432,23,"Kai A. Konrad Max-Planck-Institut für Steuerrecht und öffentliche Finanzen, Max-Planck-Gesellschaft, München, Germany",2494,0,0,0, Germany,0
467,Gregg,Paul,1108,Paul Gregg,1.5,156,20,"Paul Gregg Institute for Policy Research, University of Bath, Bath, United KingdomCentre for the Analysis of Social Policy (CASP), University of Bath, Bath, United Kingdom",1503,0,0,0, United Kingdom,0
465,Joskow,Paul,1694,Paul Joskow,1.0,172,30,"Paul Joskow Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",3317,0,0,0,(USA),1
465,Breitung,Jorg,823,Jorg Breitung,1.0,126,18,"Jorg Breitung Institut für Ökonometrie und OR, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, Germany",1516,0,0,0, Germany,0
464,Gordon,Robert,1810,Robert J. Gordon,0.5,233,31,"Robert J. Gordon Department of Economics, Northwestern University, Evanston, Illinois (USA)",3406,0,0,0,(USA),0
463,Smith,Bruce,2656,Bruce D. Smith,3.5,190,30,Bruce D. Smith †,3280,0,0,0,None,0
463,Rozelle,Scott,2778,Scott Rozelle,1.0,305,32,"Scott Rozelle Freeman Spogli Institute for International Studies, Stanford University, Stanford, California (USA)",3257,0,0,0,(USA),1
460,Miller,Paul,2009,Paul W. Miller,0.5,213,22,Paul W. Miller †,1811,0,0,1,(USA),0
457,Case,Anne,879,Anne Case,0.5,162,32,"Anne Case Department of Economics, Princeton University, Princeton, New Jersey (USA)Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",5668,0,0,0,(USA),1
454,David,Richard,825,Richard David,3.5,161,16,"Richard David Portes Department of Economics, London Business School (LBS), London, United Kingdom",1718,0,0,0, United Kingdom,0
454,Golosov,Mikhail,763,Mikhail Golosov,1.0,117,18,"Mikhail Golosov Department of Economics, University of Chicago, Chicago, Illinois (USA)",1515,0,0,0,(USA),1
452,Wasmer,Etienne,935,Etienne Wasmer,0.5,281,18,"Etienne Wasmer Economics, New York University Abu Dhabi, Abu Dhabi, United Arab Emirates",1128,0,0,0, United Arab Emirates,1
451,Baird,Eric,826,Eric Baird,1.0,113,15,"Eric Baird French Department of Economics, University College London (UCL), London, United Kingdom",1187,0,0,0, United Kingdom,0
449,ifo,Panu,1107,Panu Poutvaara ifo,2.0,286,15,"Panu Poutvaara ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",958,0,0,0, Germany,0
449,Panagariya,Arvind,1531,Arvind Panagariya,3.0,167,18,"Arvind Panagariya School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)",1273,0,0,0,(USA),1
448,Staiger,Robert,1752,Robert W. Staiger,15.0,197,22,"Robert W. Staiger Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",2119,0,0,0,(USA),0
447,Mookherjee,Dilip,2129,Dilip Mookherjee,1.0,207,30,"Dilip Mookherjee Institute for Economic Development, Department of Economics, Boston University, Boston, Massachusetts (USA)",2946,0,0,0,(USA),0
443,Nils,Thomas,931,Thomas Nils,1.0,149,18,"Thomas Nils Samuel Sterner Handelshögskolan, Göteborgs Universitet, Göteborg, SwedenEnheten för miliöekonomi, Nationalekonomiska institutionen, Handelshögskolan, Göteborgs Universitet, Göteborg, Sweden",1341,0,0,0, Sweden,0
443,Bertola,Giuseppe,2416,Giuseppe Bertola,1.5,259,27,"Giuseppe Bertola Dipartimento di Economia e Statistica ""Cognetti de Martiis"", Università degli Studi di Torino, Torino, Italy",3415,0,0,0, Italy,0
443,Duffie,Darrell,1949,Darrell Duffie,0.5,157,39,"Darrell Duffie Graduate School of Business, Stanford University, Stanford, California (USA)",7020,0,0,0,(USA),1
442,Cropper,Maureen,995,Maureen L. Cropper,1.0,135,25,"Maureen L. Cropper Department of Economics, University of Maryland, College Park, Maryland (USA)Resources for the Future (RFF), Washington, District of Columbia (USA)",2705,0,0,0,(USA),0
441,Sunder,Shyam,1395,Shyam Sunder,1.0,198,19,"Shyam Sunder School of Management, Yale University, New Haven, Connecticut (USA)",1698,0,0,0,(USA),1
440,Francesconi,Marco,1122,Marco Francesconi,1.0,155,20,"Marco Francesconi Economics Department, University of Essex, Colchester, United Kingdom",1586,0,0,0, United Kingdom,0
439,Marinacci,Massimo,1624,Massimo Marinacci,1.0,172,23,"Massimo Marinacci Innocenzo Gasparini Institute for Economic Research (IGIER), Università Commerciale Luigi Bocconi, Milano, ItalyDipartimento di Scienze delle Decisioni, Università Commerciale Luigi Bocconi, Milano, Italy",2516,0,0,0, Italy,0
436,Gabszewicz,Jean,1025,Jean Gabszewicz,2.0,314,16,"Jean Gabszewicz Center for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",2353,0,0,0, Belgium,0
435,Cooper,Russell,1260,Russell Cooper,2.0,220,30,"Russell Cooper Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",3320,0,0,0,(USA),0
