Rank,Author,Score
2350,"Martin  Sefton School of Economics, University of Nottingham, Nottingham, United KingdomCentre for Decision Research and Experimental Economics (CeDEx), School of Economics, University of Nottingham, Nottingham, United Kingdom",420
2350,"Francois  Gourio Federal Reserve Bank of Chicago, Chicago, Illinois (USA)",420
2350,"Sebastien  Charles Laboratoire d'Économie Dionysien (LED), Université Paris-Saint-Denis (Paris VIII), Saint-Denis, France",420
2350,"Jarko  Fidrmuc Department Wirtschaftswissenschaften, Zeppelin Universität, Friedrichshafen, Germany",420
2350,"Hiroyuki  Taguchi School of Economics, Saitama University, JapanEconomic and Social Research Institute (ESRI), Cabinet Office, Government of Japan, Tokyo, Japan",420
2350,Abdul  Qayyum †,420
2350,"Don  Harding Centre of Policy Studies and Impact Project (COPS), Victoria University, Melbourne, Australia",420
2350,"Aldo  Geuna Dipartimento di Economia e Statistica ""Cognetti de Martiis"", Università degli Studi di Torino, Torino, Italy",420
2363,"Ugur  Soytas İktisadi ve İdari Bilimler Fakültesi, Orta Doğu Teknik Üniversitesi, Ankara, Turkeyİşletme Bölümü, İktisadi ve İdari Bilimler Fakültesi, Orta Doğu Teknik Üniversitesi, Ankara, Turkey",419
2363,"Pierpaolo  Battigalli Innocenzo Gasparini Institute for Economic Research (IGIER), Università Commerciale Luigi Bocconi, Milano, Italy",419
2363,"Arie  Kapteyn Department of Economics, University of Southern California, Los Angeles, California (USA)",419
2363,"Giovanni  Di Bartolomeo Dipartimento di Economia e Diritto, Facoltà di Economia, ""Sapienza"" Università di Roma, Roma, Italy",419
2363,"Michael Patrick Curran Economics Department, School of Business, Villanova University, Villanova, Pennsylvania (USA)",419
2363,"Stephen D. Williamson Department of Economics, University of Western Ontario, London, Canada",419
2369,"Robert M. Townsend Department of Economics, University of Chicago, Chicago, Illinois (USA)Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",418
2369,"Tiziano  Ropele Banca d'Italia, Roma, Italy",418
2371,"Ragnar  Torvik Institutt for Samfunnsøkonomi, Norges teknisk-naturvitenskaplige universitet (NTNU), Trondheim, Norway",417
2371,"Pedro  Teles Banco de Portugal, Lisboa, Portugal",417
2371,"Agnes  Benassy-Quere Paris School of Economics, Paris, France",417
2371,"Anna  Samarina de Nederlandsche Bank, Amsterdam, Netherlands",417
2371,"Stefan L.J. Kesenne Departement Algemene economie, Faculteit Toegepaste Economische Wetenschappen, Universiteit Antwerpen, Antwerpen, Belgium",417
2371,"Itzhak  Ben-David Fisher College of Business, Ohio State University, Columbus, Ohio (USA)",417
2371,"Jean-Paul  Chavas Department of Agricultural & Applied Economics, University of Wisconsin-Madison, Madison, Wisconsin (USA)",417
2378,"Timo  Wollmershauser ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",416
2378,"Giuseppe  Cavaliere Dipartimento di Scienze Economiche, Alma Mater Studiorum - Università di Bologna, Bologna, Italy",416
2378,"Luca  Lambertini Dipartimento di Scienze Economiche, Alma Mater Studiorum - Università di Bologna, Bologna, Italy",416
2378,"Jose G. Vargas-Hernandez Centro Universitario de Ciencias Económico Administrativas (CUCEA), Universidad de Guadalajara, Zapopan, Mexico",416
2378,"Justin  Wolfers Economics Department, University of Michigan, Ann Arbor, Michigan (USA)Gerald R. Ford School of Public Policy, University of Michigan, Ann Arbor, Michigan (USA)",416
2378,"Jonathan  Skinner Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",416
2378,"Ricardo  Perez-Truglia Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)",416
2378,"Noam  Yuchtman Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)",416
2378,John Harold Williamson,416
2387,"Kevin Allen Hassett American Enterprise Institute, Washington, District of Columbia (USA)",415
2387,"Alberto  Bisin C.V. Starr Center for Applied Economics, Department of Economics, New York University (NYU), New York City, New York (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",415
2387,"Christopher R. Knittel Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",415
2387,"Michele  Cincera International Centre for Innovation, Technology and Education Studies (iCite), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",415
2387,"Dirk  Schoenmaker Department of Finance, Rotterdam School of Management (RSM Erasmus University), Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",415
2387,"Klaus  Desmet Department of Economics, Southern Methodist University, Dallas, Texas (USA)",415
2387,"Christoph  Lakner Data Group, World Bank Group, Washington, District of Columbia (USA)",415
2387,"Lu  Zhang Department of Finance, Fisher College of Business, Ohio State University, Columbus, Ohio (USA)",415
2387,"Paolo  Pinotti Dipartimento di Analisi delle Politiche e Management Pubblico, Università Commerciale Luigi Bocconi, Milano, Italy",415
2387,"Sebastian  Findeisen Fachbereich Wirtschaftswissenschaften, Universität Konstanz, Konstanz, Germany",415
2397,"Till  van Treeck Forum for Macroeconomics and Macroeconomic Policies, Hans Böckler Stiftung, Düsseldorf, Germany",414
2397,"Maximilian  von Ehrlich Department Volkswirtschaftlehre, Universität Bern, Bern, Switzerland",414
2397,"Leonardo  Iacovone World Bank Group, Washington, District of Columbia (USA)",414
2397,"Stephen J. Brown Stern School of Business, New York University (NYU), New York City, New York (USA)",414
2397,Joseph Nicholas Luchman,414
2397,"Roberto  Leon-Gonzalez National Graduate Institute for Policy Studies (GRIPS), Tokyo, Japan",414
2397,"Gordon B. Dahl Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",414
2397,Imran Umer Chhapra,414
2397,"Jose A. Lopez Economic Research, Federal Reserve Bank of San Francisco, San Francisco, California (USA)",414
2397,"Mohamed  Mabrouki Institut Supérieur d'Administration des Entreprises de Gafsa (ISAEG), Gafsa, Tunisia",414
2397,Sudipto  Bhattacharya †,414
2397,"Ashwini  Deshpande Economics, Ashoka University, Sonepat, India",414
2409,"Guido  Ascari Department of Economics, Oxford University, Oxford, United Kingdom",413
2409,"Alan  Fernihough Management School, Queen's University, Belfast, United Kingdom",413
2409,"Nancy  Birdsall Center for Global Development (CGD), Washington, District of Columbia (USA)",413
2409,"Alessandro  Notarpietro Banca d'Italia, Roma, Italy",413
2409,"Charles Peter Timmer Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",413
2409,"Angelo  Ranaldo Schweizerisches Institut für Banken und Finanzen (SBF), School of Finance, Universität St. Gallen, Sankt Gallen, Switzerland",413
2415,"Stefania  Albanesi Department of Economics, University of Pittsburgh, Pittsburgh, Pennsylvania (USA)",412
2415,"Timothy  Cason Department of Economics, Krannert School of Management, Purdue University, West Lafayette, Indiana (USA)",412
2415,"Justin R. Pierce Federal Reserve Board (Board of Governors of the Federal Reserve System), Washington, District of Columbia (USA)",412
2415,"Olympia  Bover Banco de España, Madrid, Spain",412
2415,"James  Thurlow International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",412
2415,"Patrick A. Puhani Wirtschaftswissenschaftliche Fakultät, Leibniz Universität Hannover, Hannover, Germany",412
2415,"Sergi  Basco Departament d'Economia Aplicada, Universitat Autònoma de Barcelona, Barcelona, Spain",412
2415,"Alessandro  Galesi Banco de España, Madrid, Spain",412
2415,"Kazuyuki  Motohashi Tokyo Center for Economic Research (TCER), Tokyo, JapanResearch Institute of Economy, Trade and Industry (RIETI), Tokyo, Japan",412
2415,"Olivier  Bargain Laboratoire d'Analyse et de Recherche Économiques et Finance Internationales (LAREFI), Université de Bordeaux, Bordeaux, France",412
2425,"Luigi  Mittone Dipartimento di Economia e Management, Università degli Studi di Trento, Trento, Italy",411
2425,"Vladyslav Y. Sushko Bank for International Settlements (BIS), Basel, Switzerland",411
2425,"Charles  Noussair Economics Department, Eller College of Management, University of Arizona, Tucson, Arizona (USA)",411
2425,"Matthew R. Graham Center for Economic Studies, Census Bureau, Department of Commerce, Government of the United States, Washington, District of Columbia (USA)",411
2425,"Maria  Petrova Departament d'Economia i Empresa, Universitat Pompeu Fabra, Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",411
2425,"Jonathan  Zinman Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",411
2431,"Michael Josef Lamla Institut für Volkswirtschaftslehre, Fakultät Wirtschaftswissenschaften, Leuphana Universität Lüneburg, Lüneburg, Germany",410
2431,"Carol Frances Newman Department of Economics, Trinity College Dublin, Dublin, Ireland",410
2431,"Sagiri  Kitao Faculty of Economics, University of Tokyo, Tokyo, Japan",410
2431,"Aaron Levi Garavito Banco de la Republica de Colombia, Bogotá, Colombia",410
2435,"Peter J. Montiel Economics Department, Williams College, Williamstown, Massachusetts (USA)",409
2435,"Lucian Liviu Albu Institutul de Prognoza Economica, Institutul National de Cercetari Economice (INCE), Academia Romana, Bucureşti, Romania",409
2435,"Charlie  Karlsson Nationalekonomi, Internationella Handelshögskolan, Jönköping Universitet, Jönköping, Sweden",409
2435,"Thomas E. Lambert Economics Department, University of Louisville, Louisville, Kentucky (USA)",409
2435,"Mikhail  Miklyaev Bankacılık ve Finans Bölümü, İşletme ve Ekonomi Fakültesi, Doğu Akdeniz Üniversitesi, Famagusta, Northern Cyprus",409
2435,"William F. Maloney Economics Research, World Bank Group, Washington, District of Columbia (USA)",409
2441,"Jens  Eisenschmidt European Central Bank, Frankfurt am Main, Germany",408
2441,"David  Lagakos Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",408
2441,"Francesc  Ortega Department of Economics, Queens College, City University of New York (CUNY), New York City, New York (USA)",408
2441,"Giorgio  Fabbri Laboratoire d'Économie Appliquée de Grenoble, Grenoble, France",408
2441,"Claus  Schnabel Wirtschafts- und Sozialwissenschaftliche Fakultät, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen-Nürnberg, Germany",408
2441,"Ross Leslie Watts Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",408
2441,"Benjamin F. Jones Kellogg Graduate School of Management, Northwestern University, Evanston, Illinois (USA)",408
2441,"Ari  Kokko Institut for International Økonomi og Virksomhedsledelse, Copenhagen Business School, København, Denmark",408
2449,"Carlo  Carraro Dipartimento di Economia, Università Ca' Foscari Venezia, Venezia, Italy",407
2449,"Robert  Holzmann Oesterreichische Nationalbank, Wien, Austria",407
2449,"Benteng  Zou Centre de Recherche en Économie Appliquée (CREA), Faculté de droit, d'économie et de finance, Université du Luxembourg, Luxembourg, Luxembourg",407
2449,"Marzio  Galeotti Centre for Research on Geography, Resources, Environment, Energy & Networks (GREEN), Università Commerciale Luigi Bocconi, Milano, Italy",407
2449,"Lucas  Bretschger CER-ETH Center of Economic Research, Department of Management, Technology and Economics (D-MTEC), Eidgenössische Technische Hochschule Zürich (ETHZ), Zürich, Switzerland",407
2449,"Kyle L. Handley Department of Business Economics and Public Policy, Ross School of Business, University of Michigan, Ann Arbor, Michigan (USA)",407
2449,"Robert  Lensink Faculteit Economie en Bedrijfskunde, Rijksuniversiteit Groningen, Groningen, Netherlands",407
2449,"Mirco  Tonin Facoltà di Economia / Wirtschaftswissenschaftliche Fakutät, Libera Università di Bolzano / Freie Universität Bozen, Bozen-Bolzano, Italy",407
2449,"Alexander  Brem Wirtschafts- und Sozialwissenschaftliche Fakultät, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen-Nürnberg, Germany",407
2449,Donghoon  Lee,407
2459,Tao  Hong,406
2459,"Ila  Patnaik National Institute of Public Finance and Policy, New Delhi, India, India",406
2459,"Benjamin E. Hermalin Department of Economics, University of California-Berkeley, Berkeley, California (USA)",406
2459,"Simon  Sosvilla-Rivero Instituto Complutense de Analisis Economico (ICAE), Facultad de Ciencias Económicas y Empresariales, Universidad Complutense de Madrid, Madrid, Spain",406
2459,"Michele  Fratianni Dipartimento di Scienze Economiche e Sociali, Facoltà di Economia ""Giorgio Fuà"", Università Politecnica delle Marche, Ancona, ItalyMoney and Finance Research group (Mo.Fi.R.), Ancona, Italy",406
2464,"Sheila Christine Dow Economics Division, Stirling Management School, University of Stirling, Stirling, United Kingdom",405
2464,"Michael R. Wickens Department of Economics and Related Studies, University of York, York, United Kingdom",405
2464,"Francesco  Lippi Istituto Einaudi per l'Economia e la Finanza (EIEF), Roma, ItalyDipartimento di Economia e Finanza (DEF), Libera Università Internazionale degli Studi Sociali Guido Carli (LUISS), Roma, Italy",405
2464,"Francois  Velde Economic Research Department, Federal Reserve Bank of Chicago, Chicago, Illinois (USA)",405
2464,"Dirk  Niepelt Department Volkswirtschaftlehre, Universität Bern, Bern, Switzerland",405
2464,"Paola  Conconi European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",405
2464,"Rainer  Kattel Institute for Innovation and Public Purpose (IIPP), University College London (UCL), London, United Kingdom",405
2464,"Marc F. Bellemare Department of Applied Economics, College of Agricultural, Food, and Environmental Sciences, University of Minnesota-St. Paul, St. Paul, Minnesota (USA)",405
2464,"Fabio  Sabatini Dipartimento di Economia e Diritto, Facoltà di Economia, ""Sapienza"" Università di Roma, Roma, Italy",405
2464,"Ricardo  Lagos Department of Economics, New York University (NYU), New York City, New York (USA)",405
2464,"Jagjit S. Chadha National Institute of Economic and Social Research (NIESR), London, United Kingdom",405
2464,"Dean  Jolliffe Economics Research, World Bank Group, Washington, District of Columbia (USA)",405
2464,"Graciela  Chichilnisky Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",405
2464,"E Philip Davis Department of Economics and Finance, Brunel University, Uxbridge, United KingdomNational Institute of Economic and Social Research (NIESR), London, United Kingdom",405
2464,"Maria  Demertzis Bruegel, Bruxelles/Brussel, Belgium",405
2464,"Oleg  Itskhoki Department of Economics, Princeton University, Princeton, New Jersey (USA)",405
2464,"Oz  Shy Economic Research Department, Federal Reserve Bank of Atlanta, Atlanta, Georgia (USA)",405
2481,"Anthony J. Culyer Centre for Health Economics, Department of Economics and Related Studies, University of York, York, United Kingdom",404
2481,"Roberto  Dell'Anno Dipartimento di Scienze Economiche e Statistiche (DISES), Università degli Studi di Salerno, Fisciano, Italy",404
2481,"Aleksandar  Vasilev Lincoln Business School, University of Lincoln, Lincoln, United Kingdom",404
2481,"Jean-Louis  Combes Centre d'Études et de Recherches sur le Développement International (CERDI), École d'Économie, Université Clermont Auvergne, Clermont-Ferrand, France",404
2481,"Rafael E. De Hoyos World Bank Group, Washington, District of Columbia (USA)",404
2481,"Peter E. Rossi Anderson Graduate School of Management, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",404
2481,"Nouriel  Roubini Economics Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",404
2481,"Manju  Puri Finance Area, Fuqua School of Business, Duke University, Durham, North Carolina (USA)",404
2481,"Marcus  Berliant Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",404
2490,"Boriss  Siliverstovs Latvijas Banka, Rīga, Latvia",403
2490,"Constantinos  Syropoulos School of Economics, LeBow College of Business, Drexel University, Philadelphia, Pennsylvania (USA)",403
2490,"Ayse  Imrohoroglu Department of Finance and Business Economics, Marshall School of Business, University of Southern California, Los Angeles, California (USA)",403
2490,"Mehdi  Raissi International Monetary Fund (IMF), Washington, District of Columbia (USA)",403
2490,"Michael  Reiter Institut für Höhere Studien (IHS), Wien, Austria",403
2490,"Sophocles N. Brissimis Department of Economics, University of Piraeus, Piraeus, Greece",403
2490,"Thomas  Hellmann Saïd Business School, Oxford University, Oxford, United Kingdom",403
2490,"J. Edward  Taylor Department of Agricultural and Resource Economics, University of California-Davis, Davis, California (USA)",403
2490,"Enrico  Perotti Finance Group, Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",403
2490,Paul  Davidson,403
2500,"Les  Oxley Department of Economics, Waikato Management School, University of Waikato, Hamilton, New Zealand",402
2500,"Will J Martin International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",402
2500,"Brian R. Copeland Vancouver School of Economics, University of British Columbia, Vancouver, Canada",402
2500,"Morris  Goldstein Peter G. Peterson Institute for International Economics (IIE), Washington, District of Columbia (USA)",402
2500,"Henning  Bohn Department of Economics, University of California-Santa Barbara (UCSB), Santa Barbara, California (USA)",402
2500,"Omer  Moav Department of Economics, University of Warwick, Coventry, United Kingdom",402
2500,"Andreas  Fuchs Department für Volkswirtschaftslehre, Wirtschaftswissenschaftliche Fakultät, Georg-August-Universität Göttingen, Göttingen, Germany",402
2500,"Hanna  Halaburda Bank of Canada, Ottawa, Canada",402
2500,"Harold  James Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",402
2500,"Marcos  Chamon Research Department, International Monetary Fund (IMF), Washington, District of Columbia (USA)",402
2500,"Ingmar R. Prucha Department of Economics, University of Maryland, College Park, Maryland (USA)",402
2500,"Rudi  Vander Vennet Faculteit Economie en Bedrijfskunde, Universiteit Gent, Gent, Belgium",402
2500,"Sebastian  Horn Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, GermanyInstitut für Weltwirtschaft (IfW), Kiel, Germany",402
2513,"Andrea  Bassanini Directorate for Employment, Labour and Social Affairs (ELS), Organisation de Coopération et de Développement Économiques (OCDE), Paris, France",401
2513,"Piti  Disyatat Puey Ungphakorn Institute for Economic Research (PIER), Bangkok, Thailand",401
2513,"Rachel  Croson Economics Department, Michigan State University, East Lansing, Michigan (USA)",401
2513,"Wei  Xiong Bendheim Center for Finance, Department of Economics, Princeton University, Princeton, New Jersey (USA)",401
2513,"Syed Jawad Hussain  Shahzad Montpellier Business School, Montpellier, France",401
2513,"Pawel  Kowal Instytut Badań Strukturalnych, Warszawa, Poland",401
2513,Robert M. Stern †,401
2513,"Jorgen W. Weibull Department of Economics, Handelshögskolan i Stockholm, Stockholm, Sweden",401
2513,"Bertrand  Candelon Center for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",401
2513,"Richard  Pomfret School of Economics, University of Adelaide, Adelaide, Australia",401
2513,"Marius  Brulhart Départment d'économétrie et d'économie politique (DEEP), Faculté des Hautes Études Commerciales (HEC), Université de Lausanne, Lausanne, Switzerland",401
2513,"Guanghua  Wan Asian Development Bank, Manila, Philippines",401
2525,"Katarina  Juselius Økonomisk Institut, Københavns Universitet, København, Denmark",400
2525,"Bob Martinus Johannes Rijkers Economics Research, World Bank Group, Washington, District of Columbia (USA)",400
2525,"Tsangyao  Chang Department of Finance, College of Finance, Feng Chia University, Taichung, Taiwan",400
2525,"Christian  Merkl Wirtschafts- und Sozialwissenschaftliche Fakultät, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen-Nürnberg, Germany",400
2525,"Elisabetta  Iossa Dipartimento di Economia e Finanza, Facoltà di Economia, Università degli Studi di Roma ""Tor Vergata"", Roma, Italy",400
2525,"Nancy L. Stokey Department of Economics, University of Chicago, Chicago, Illinois (USA)",400
2525,"Jesse  Rothstein Goldman School of Public Policy, University of California-Berkeley, Berkeley, California (USA)",400
2525,"Olivier  Damette Bureau d'Économie Théorique et Appliquée (BETA), Nancy/Strasbourg, France",400
2533,"Vincent  Vicard Centre d'études prospectives et d'informations internationales (CEPII), Paris, France",399
2533,"Robert James Hodrick Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",399
2533,"Jose Alberto  Molina Facultad de Economía y Empresa, Universidad de Zaragoza, Zaragoza, Spain",399
2533,"Daniel  Cohen Paris School of Economics, Paris, France",399
2533,"Abdelkrim  Araar Partenariat en Politiques Économiques (PEP), Université Laval, Québec, Canada",399
2533,"Lawrence Edward Blume Department of Economics, Cornell University, Ithaca, New York (USA)",399
2533,"Wolfgang  Keller National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",399
2533,"Rebecca  Diamond Graduate School of Business, Stanford University, Stanford, California (USA)",399
2533,"Claudio  Lucifora Dipartimento di Economia e Finanza, Dipartimenti e Istituti di Scienze Economiche, Università Cattolica del Sacro Cuore, Milano, Italy",399
2533,"Gizem  Kosar Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)",399
2533,"Christoph  March Lehrstuhl für Volkswirtschaftslehre, Finanzwissenschaft und Industrieökonomik, Fakultät für Wirtschaftswissenschaften, Technische Universität München, München, Germany",399
2544,"Masaru  Ichihashi Graduate School for International Development and Cooperation, Hiroshima University, Hiroshima, Japan",398
2544,"Gerrit Cornelis van Kooten Department of Economics, University of Victoria, Victoria, Canada",398
2544,"Carlo  Pietrobelli Dipartimento di Economia, Università degli Studi Roma Tre, Roma, Italy",398
2544,"Jonathan Mark Karpoff Department of Finance and Business Economics, Michael G. Foster School of Business, University of Washington, Seattle, Washington (USA)",398
2544,"Franz  Hamann Banco de la Republica de Colombia, Bogotá, Colombia",398
2544,"Bent E. Sorensen Department of Economics, University of Houston, Houston, Texas (USA)",398
2544,"Hyeongwoo  Kim Department of Economics, Auburn University, Auburn, Alabama (USA)",398
2551,"Peter  Foldvari Amsterdam School of Economics, Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",397
2551,"Pami  Dua Department of Economics, Delhi School of Economics, University of Delhi, Delhi, India",397
2551,"Daniel  Schunk Volkswirtschaftslehre-Lehrstühle, Gutenberg School of Management and Economics, Johannes Gutenberg-Universität Mainz, Mainz, Germany",397
2551,"Mark  Wright Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",397
2551,"Elena Ivona  Dumitrescu EconomiX, Université Paris-Nanterre (Paris X), Nanterre, France",397
2551,"Jean-Pierre  Danthine Paris School of Economics, Paris, France",397
2551,"Albrecht  Glitz Departament d'Economia i Empresa, Universitat Pompeu Fabra, Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",397
2551,"Jens Matthias Arnold Economics Department, Organisation de Coopération et de Développement Économiques (OCDE), Paris, France",397
2551,"John  Strauss Department of Economics, University of Southern California, Los Angeles, California (USA)",397
2551,"Rafael  Domenech BBVA Research, Grupo BBVA, Madrid, Spain",397
2561,"Sumit  Agarwal Department of Economics, National University of Singapore (NUS), Singapore, Singapore",396
2561,"Shujiro  Urata Economic Research Institute for ASEAN and East Asia (ERIA), Jakarta, IndonesiaGraduate School of Asia-Pacific Studies, Waseda University, Tokyo, Japan",396
2561,"Kenneth A. Small Department of Economics, University of California-Irvine, Irvine, California (USA)",396
2561,"Philippe  Askenazy Centre pour la Recherche Économique et ses Applications (CEPREMAP), Paris, France",396
2561,"Franco  Fiordelisi Essex Finance Center, Essex Business School, University of Essex, Colchester, United Kingdom",396
2561,"Bruce D. Meyer Harris School of Public Policy, University of Chicago, Chicago, Illinois (USA)",396
2561,"Stephen George Hall School of Business, Leicester University, Leicester, United Kingdom",396
2568,"Mark  Weisbrot Center for Economic and Policy Research (CEPR), Washington, District of Columbia (USA)",395
2568,"Stefan  Gerlach Central Bank of Ireland, Dublin, Ireland",395
2568,"Thierry  Foucault Départment de Finance et Économie, HEC Paris (École des Hautes Études Commerciales), Jouy-en-Josas, France",395
2568,"Michalis  Drouvelis Department of Economics, University of Birmingham, Birmingham, United KingdomCESifo, München, Germany",395
2568,"Casey B. Mulligan Department of Economics, University of Chicago, Chicago, Illinois (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",395
2568,Richard A. Posner,395
2568,"Michael  Whinston Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",395
2568,"Thushyanthan  Baskaran Fakultät Wirtschaftswissenschaften, Wirtschaftsinformatik und Wirtschaftsrecht, Universität Siegen, Siegen, Germany",395
2568,"John  Rand Development Economics Research Group - DERG, Økonomisk Institut, Københavns Universitet, København, Denmark",395
2568,"Jose Pablo Dapena Universidad del CEMA, Buenos Aires, Argentina",395
2578,"Kyriacos  Lambrias European Central Bank, Frankfurt am Main, Germany",394
2578,"Attiya Yasmin Javid Pakistan Institute of Development Economics, Islamabad, Pakistan",394
2578,"Katrine Vellesen Loken Institutt for samfunnsøkonomi, Norges Handelshøyskole (NHH), Bergen, Norway",394
2578,T. N. Srinivasan †,394
2578,"Luca  Gambetti Departament d'Economia i Història Econòmica, Universitat Autònoma de Barcelona, Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",394
2583,Christian  Thoni,393
2583,"Iain M. Cockburn National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)Department of Strategy and Innovation, Questrom School of Business, Boston University, Boston, Massachusetts (USA)",393
2583,"Colin Peter Green Institutt for Samfunnsøkonomi, Norges teknisk-naturvitenskaplige universitet (NTNU), Trondheim, Norway",393
2583,"Andreas  Knabe Fakultät für Wirtschaftswissenschaft, Otto-von-Guericke-Universität Magdeburg, Magdeburg, Germany",393
2583,"Mahvash Saeed Qureshi International Monetary Fund (IMF), Washington, District of Columbia (USA)",393
2583,"Kenneth Thomas Gillingham Economics Department, Yale University, New Haven, Connecticut (USA)School of Management, Yale University, New Haven, Connecticut (USA)",393
2583,"Hassan  Gholipour Fereidouni School of Business, University of Western Sydney, Penrith, Australia",393
2583,Andrew Murray Weiss,393
2583,"Hannah  Schildberg-Hoerisch Düsseldorf Institute for Competition Economics (DICE), Wirtschaftswissenschaftliche Fakultät, Heinriche-Heine-Universität Düsseldorf, Düsseldorf, Germany",393
2583,"Frank  Westermann Institut für Empirische Wirtschaftsforschung, Fachbereich Wirtschaftswissenschaften, Universität Osnabrück, Osnabrück, Germany",393
2593,"Bart Leo Wim Cockx Faculteit Economie en Bedrijfskunde, Universiteit Gent, Gent, Belgium",392
2593,"Frank  Kleibergen Amsterdam School of Economics, Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",392
2593,"Francesco  Caselli Economics Department, London School of Economics (LSE), London, United Kingdom",392
2593,"Christian  Zimmermann Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",392
2593,Timothy S. Fuerst †,392
2593,"Riza  Demirer Department of Economics and Finance, Southern Illinois University, Edwardsville, Illinois (USA)",392
2593,Jonas  Eliasson,392
2593,"Ian  Walker Institute of Labor Economics (IZA), Bonn, GermanyDepartment of Economics, Management School, Lancaster University, Lancaster, United Kingdom",392
2593,"Angeliki  Theophilopoulou Department of Economics and Finance, Brunel University, Uxbridge, United Kingdom",392
2593,"Gregorio  Impavido International Monetary Fund (IMF), Washington, District of Columbia (USA)",392
2593,"Dhaval M. Dave Department of Economics, Bentley University, Waltham, Massachusetts (USA)",392
2593,"Klaus  Grundler ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, GermanyVolkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",392
2605,"Sam  Schulhofer-Wohl Economic Research Department, Federal Reserve Bank of Chicago, Chicago, Illinois (USA)",391
2605,"Leonardo  Villar International Monetary Fund (IMF), Washington, District of Columbia (USA)",391
2605,Aitor  Erce,391
2605,"Dominika  Kolcunova Institut ekonomických studií, Univerzita Karlova v Praze, Praha, Czech RepublicČeská Národní Banka, Praha, Czech Republic",391
2605,"Keith  Finlay Census Bureau, Department of Commerce, Government of the United States, Washington, District of Columbia (USA)",391
2605,"Devashish  Mitra Department of Economics, Maxwell School, Syracuse University, Syracuse, New York (USA)",391
2605,"Cary A. Deck Department of Economics, Finance and Legal Studies, Culverhouse College of Business, University of Alabama-Tuscaloosa, Tuscaloosa, Alabama (USA)",391
2605,"John C. Driscoll Federal Reserve Board (Board of Governors of the Federal Reserve System), Washington, District of Columbia (USA)",391
2605,"Michael  Berlemann Fächergruppe Volkswirtschaftslehre, Helmut Schmidt Universität Hamburg, Hamburg, Germany",391
2605,"Stelios  Michalopoulos Economics Department, Brown University, Providence, Rhode Island (USA)",391
